Accessory_ID,Car Brand,Car Model,Accessory Name,Accessory Price,Accessory Description,Compatible Cars,Top 5 Reviews,Brand_Normalized,Sentiment_VADER,Sentiment_Polarity,Sentiment_Subjectivity,Sentiment_Score,Sentiment_Label,Sentiment_Strength,Key_Phrases,Category,Aspect_Quality_Score,Aspect_Quality_Mentions,Aspect_Durability_Score,Aspect_Durability_Mentions,Aspect_Installation_Score,Aspect_Installation_Mentions,Aspect_Design_Score,Aspect_Design_Mentions,Aspect_Compatibility_Score,Aspect_Compatibility_Mentions,Aspect_Value_Score,Aspect_Value_Mentions,Aspect_Comfort_Score,Aspect_Comfort_Mentions,Aspect_Performance_Score,Aspect_Performance_Mentions,Dominant_Emotion,Emotion_Happy_Score,Emotion_Satisfied_Score,Emotion_Disappointed_Score,Emotion_Angry_Score,Emotion_Neutral_Score,Key_Strengths,Key_Weaknesses,Recommendation_Explanation,Overall_Quality_Score,Accessory_Name_Normalized,Car_Brand_Normalized,Car_Model_Normalized,Compatible_Cars_Normalized
965,Hyundai,Grand I10 Nios,Kingsway Accessories Chrome Lining Door Visor Set Of 4,1207.0,"premium rain guard, smoke color, chrome lining, durable polycarbonate, vehicle specific for grand i10 nios.",hyundai grand i10 nios (2023 onwards),Good product; Good product; Enhances appearance; Good product; Go for it,hyundai,0.8271,0.6999999999999998,0.6000000000000001,0.77626,positive,Very Strong,['good'],Exterior,0.0,0,0.0,0,0.0,0,0.8271,1,0.0,0,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.78 sentiment score | 🧩 Attractive design | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.310504,kingsway accessories chrome lining door visor set of 4,hyundai,grand i10 nios,hyundai grand i10 nios (2023 onwards)
966,Maruti Suzuki,Dzire Tour S,Kingsway Accessories Premium 4.5d Car Floor Mats,1409.0,"set of 3, waterproof tray shape pvc, 4.5d foot mats for dzire 2024 onwards. excellent fit, durable, easy to clean.",dzire 2024 onwards,"Perfect fit for Honda City 2019 (other model)|Value for money|Great quality, easy to clean|Good deal|Easy to install, velcro is of good quality",maruti suzuki,0.9001,0.4816666666666666,0.6416666666666667,0.7327266666666666,positive,Strong,"['great', 'good', 'perfect', 'quality']",Interior,0.9001,1,0.0,0,0.9001,3,0.0,0,0.9001,3,0.9001,4,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,"high quality, great value, perfect fit, easy installation",,⭐ Highly rated with 0.73 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.6531306666666666,kingsway accessories premium 4.5d car floor mats,maruti suzuki,dzire tour s,dzire 2024 onwards
976,Maruti Suzuki,Baleno (2022 Onwards),Kingsway Accessories Premium 7d Car Floor Mats,4169.0,"7d car floor mats, top-notch pu leatherette, waterproof and washable, custom-fit for baleno, full set, anti-skid, sleek black, durable, easy to clean.",maruti suzuki baleno (2022 onwards),SARITH KUMAR - 5.0 - Good Quality Product | DEEPJYOTI N. - 5.0 - Very much satisfied with the product. | MS - 4.0 - Good mat with perfect fit | Manjunath - 5.0 - Good Product and fitment | Kaustav Mandal - 5.0 - Worth the money,maruti suzuki,0.9576,0.6142857142857142,0.6142857142857142,0.8202742857142856,positive,Very Strong,"['good', 'perfect', 'quality']",Interior,0.7165,1,0.0,0,0.9169,1,0.0,0,0.9169,2,0.9169,2,0.0,0,0.0,0,satisfied,0.4,0.6,0.0,0.0,0.0,"great value, perfect fit",,⭐ Highly rated with 0.82 sentiment score | 🔧 Easy to install | 💰 Great value for money | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Great Value | ✨ Perfect Fit,0.6347497142857144,kingsway accessories premium 7d car floor mats,maruti suzuki,baleno (2022 onwards),maruti suzuki baleno (2022 onwards)
978,Maruti Suzuki,Eeco Cargo,Kingsway Accessories Universal Use Anti Skid Pvc Car Mat,579.0,"anti-skid, all weather car foot mats, black pvc rubber",maruti suzuki eeco (2010 onwards),Good quality|Good product|Good quality rubber mat|Discomfort|Something is better than nothing,maruti suzuki,0.7003,0.6,0.55,0.66018,positive,Strong,"['good', 'quality']",Interior,0.7003,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.7003,1,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.66 sentiment) | 🏆 Praised for high quality | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.474162,kingsway accessories universal use anti skid pvc car mat,maruti suzuki,eeco cargo,maruti suzuki eeco (2010 onwards)
980,Hyundai,Ioniq 5,Kingsway Advanced Fiber Steering Wheel Grip Cover,849.0,"universal size steering wheel cover, advanced fiber material with superior grip, enhanced comfort and control, anti-slip design, compatible with most cars including hyundai ioniq 5",universal size - compatible with most cars including hyundai ioniq 5,Great product; Product Quality Good; Worst quality; Good product; Nice fit,hyundai,0.8779,0.3666666666666666,0.7250000000000001,0.6734066666666667,positive,Strong,"['great', 'good', 'quality', 'nice', 'worst']",Interior,0.8779,1,0.0,0,0.8779,1,0.0,0,0.8779,1,0.0,0,0.0,0,0.0,0,satisfied,0.2,0.6,0.0,0.2,0.0,overall positive,,✅ Positively reviewed (0.67 sentiment) | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.5327326666666667,kingsway advanced fiber steering wheel grip cover,hyundai,ioniq 5,universal size - compatible with most cars including hyundai ioniq 5
981,Maruti Suzuki,Ignis,Kingsway Black Sunshades,449.0,"z-black non-magnetic car sunshade curtains, half cut for front window, specific fit for ignis.",maruti suzuki ignis (2016 onwards),Reduces glare|Easy to Install|Exact fit|Material quality decent|Good value,maruti suzuki,0.34,0.0,0.0,0.204,positive,Weak,"['good', 'quality']",Exterior,0.34,2,0.0,0,0.34,3,0.0,0,0.34,2,0.34,1,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Exterior accessory | ✅ Customer satisfaction high,0.2176,kingsway black sunshades,maruti suzuki,ignis,maruti suzuki ignis (2016 onwards)
982,Mahindra,Bolero (2000-2019),"Kingsway Bolero Seat Cover (all Model, Towel Fabric)",1969.0,"towel fabric, front and rear seat covers, easy installation, washable, sweat absorbent, for 2000-2019 models.",mahindra bolero (2000-2019),Great quality seat covers | Very poor quality on all counts | Nice product at this price | Product Quality | Nice item,mahindra,0.7436,0.37,0.8825000000000001,0.59416,positive,Strong,"['great', 'quality', 'nice', 'poor']",Interior,0.7436,1,0.0,0,0.0,0,0.0,0,0.0,0,0.7436,1,0.0,0,0.0,0,satisfied,0.3333,0.6667,0.0,0.0,0.0,high quality,,✅ Positively reviewed (0.59 sentiment) | 🏆 Praised for high quality | 💰 Great value for money | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ High Quality,0.535104,"kingsway bolero seat cover (all model, towel fabric)",mahindra,bolero (2000-2019),mahindra bolero (2000-2019)
983,Toyota,Camry,Kingsway Car Cover,1519.0,"waterproof cover, mirror pockets, uv and scratch protection",toyota camry 2025 onwards,Car reviews|Size and quality|(Poor quality) Was the reaction...|Super parfait. Cover for my car|Refund money,toyota,0.0,0.0,0.0,0.0,neutral,Neutral,"['quality', 'poor']",Interior,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Interior accessory,0.0,kingsway car cover,toyota,camry,toyota camry 2025 onwards
984,Hyundai,Ioniq 5,Kingsway Car Door Edge Protection Guard,299.0,"car door edge protection guard, car safety anti dent scratch proof guards, car door guard bumper protector, d3 black color, pack of 4 pcs, universal compatibility, high-quality protection, weather-resistant",hyundai ioniq 5 (year 2023 onwards) - universal fit for all vehicle types,"Very great product; Strong Adhesive, good performance; Ok good; Worst Experience; Good product",hyundai,0.9294,0.4333333333333333,0.7154761904761904,0.7309733333333334,positive,Strong,"['great', 'good', 'worst']",Protection,0.0,0,0.9294,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9294,1,satisfied,0.1667,0.6667,0.0,0.1667,0.0,durable,,⭐ Highly rated with 0.73 sentiment score | ⚒️ Known for durability | 📁 Protection accessory | ✅ Customer satisfaction high | ✨ Durable,0.4782693333333333,kingsway car door edge protection guard,hyundai,ioniq 5,hyundai ioniq 5 (year 2023 onwards) - universal fit for all vehicle types
985,Byd,E6,Kingsway Car Side Window Sun Shade Zipper Magnetic,1369.0,"side window sun shade, magnetic fit, breathable cotton mesh, designed to block uv, privacy, set of 6, vehicle-specific for byd e6 (2021-2024).",byd e6 (2021-2024),Strong magnets - Good fit & easy use. | Perfect fit - Blocks UV effectively. | Privacy protection - comfortable in summer. | Worth price. | Material is good & easy to install.,byd,0.9814,0.5272727272727273,0.6454545454545454,0.799749090909091,positive,Very Strong,"['good', 'perfect']",Exterior,0.7003,1,0.891,1,0.9738,3,0.0,0,0.9571,2,0.2263,2,0.5106,2,0.802,1,satisfied,0.3333,0.6667,0.0,0.0,0.0,"great value, perfect fit, durable, easy installation",,⭐ Highly rated with 0.80 sentiment score | 🔧 Easy to install | ⚒️ Known for durability | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Great Value | ✨ Perfect Fit,0.7308196363636364,kingsway car side window sun shade zipper magnetic,byd,e6,byd e6 (2021-2024)
986,Kia,Carens,Kingsway Car Sun Shade Curtains (pack Of 6),569.0,"fix-type z-black mesh curtains; precise fit for kia carens (2022 onwards). easy install, blocks heat/sun, improves privacy.",kia carens (2022 onwards),A Must-Have for Every Car | Great Sun Shades! | Good But Needs Better Fitment | Great Product! | Best in budget & quality,kia,0.9697,0.8400000000000001,0.58,0.91782,positive,Very Strong,"['great', 'good', 'best', 'quality']",Safety,0.6369,1,0.0,0,0.9143,1,0.0,0,0.9391,2,0.6369,1,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.92 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Safety accessory | 😊 Customers are very happy | ✨ Overall Positive,0.621888,kingsway car sun shade curtains (pack of 6),kia,carens,kia carens (2022 onwards)
987,Byd,E6,Kingsway Car Sun Shade Rear Windshield,505.0,"non-magnetic fix type curtain for rear windshield, vehicle-specific fit for byd e6 (2021-2024), blocks heat and uv, cotton mesh fabric, easy to fold, privacy protection.",byd e6 (2021-2024),"Keeps My Car Cool - Material is durable; blocks heat & UV. | Nice product - Fits perfectly. | Not fit - Not fit for some vehicles. | Unfit and Wrongly Description Item - Not at all compatible for some. | Keeps car protected from sun rays - Good product, thicker shade.",byd,0.8744,0.125,0.6583333333333333,0.57464,positive,Strong,"['good', 'perfect', 'nice']",Protection,0.7351,2,0.1027,1,0.5831,1,0.0,0,0.8744,5,0.0,0,0.0,0,0.0,0,satisfied,0.3333,0.6667,0.0,0.0,0.0,"perfect fit, durable",,✅ Positively reviewed (0.57 sentiment) | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Protection accessory | ✅ Customer satisfaction high | ✨ Perfect Fit | ✨ Durable,0.470926,kingsway car sun shade rear windshield,byd,e6,byd e6 (2021-2024)
988,Mahindra,Bolero Neo (2021 Onwards),Kingsway Car Sun Shade Rear Windshield Curtain,480.0,"premium car sunshade for rear windshield, cotton mesh, blocks heat/uv, fits bolero neo (2021 onwards).",mahindra bolero neo (2021 onwards),Keeps My Car Cool & Comfortable! | Nice product | Not fit | Unfit and Wrongly Description Item | Keeps car protected from sun rays,mahindra,0.8584,0.15,0.75,0.57504,positive,Strong,['nice'],Protection,0.0,0,0.0,0,0.5559,1,0.0,0,0.8584,2,0.0,0,0.7088,2,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.58 sentiment) | 🔧 Easy to install | 📁 Protection accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.230016,kingsway car sun shade rear windshield curtain,mahindra,bolero neo (2021 onwards),mahindra bolero neo (2021 onwards)
989,Hyundai,Ioniq 5,Kingsway Car Sun Shade UV Protection Windshield Cover,591.0,"uv protection windshield cover, foldable size universal fit umbrella curtain for front window, rear window, black, 1 piece, superior sun protection, durable quality with high hardness steel, all-season utility",hyundai ioniq 5 (year 2023 onwards) - universal fit,Ultimate product with a practicality; Misfit Product; Super Convenient Sunshade – Keeps My Car Cooler!; Good; worse product and waste of money,hyundai,0.2942,0.1033333333333333,0.5733333333333334,0.2178533333333333,positive,Weak,"['good', 'waste']",Interior,0.0,0,0.0,0,0.636,1,0.0,0,0.636,2,-0.4588,2,0.0,0,0.0,0,satisfied,0.0,0.5,0.0,0.5,0.0,,,🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high,0.0412613333333333,kingsway car sun shade uv protection windshield cover,hyundai,ioniq 5,hyundai ioniq 5 (year 2023 onwards) - universal fit
991,Volkswagen,Taigun,Kingsway Car Sun Shade UV Protection Windshield Cover Compatible With Taigun,749.0,"uv protection windshield cover, umbrella curtain, durable, easy to fold and store, fits most vehicles.",volkswagen taigun (2021 onwards),Ultimate product with practicality. | Misfit Product | Super Convenient Sunshade | Good | Worse product and waste of money,volkswagen,0.2263,0.0866666666666666,0.5733333333333334,0.1704466666666666,positive,Weak,"['good', 'waste']",Interior,0.0,0,0.0,0,0.2263,1,0.0,0,0.2263,1,0.2263,2,0.0,0,0.0,0,satisfied,0.0,0.5,0.0,0.5,0.0,,,📁 Interior accessory | ✅ Customer satisfaction high,0.0908086666666666,kingsway car sun shade uv protection windshield cover compatible with taigun,volkswagen,taigun,volkswagen taigun (2021 onwards)
994,Tata,Tigor,Kingsway Car Sun Shade Z-black Non Magnetic Curtains,449.0,"fix type curtains, sun shade, only compatible with tata tigor (2017 onwards), half cut front window, pack of 4",tata tigor (2017 onwards),Amazon Customer:Good Quality and Fitting|Sanjay Gupta:Good Quality|Akhil Patil:Good product Perfect Fit|Nakul Pawar:Nice fitting and good quality|AVINASH AVI:VERY GOOD SUNSHADE FOR TAT TIGOR,tata,0.8986,0.7250000000000001,0.675,0.82916,positive,Very Strong,"['good', 'perfect', 'quality', 'nice']",Exterior,0.8986,1,0.0,0,0.8986,2,0.0,0,0.8986,3,0.0,0,0.0,0,0.0,0,satisfied,0.1429,0.8571,0.0,0.0,0.0,perfect fit,,⭐ Highly rated with 0.83 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Perfect Fit,0.601244,kingsway car sun shade z-black non magnetic curtains,tata,tigor,tata tigor (2017 onwards)
995,Hyundai,Aura,Kingsway Car Window Curtain Sticky Sun Shades,169.0,"universal sticky mesh sunshades, black, pack of 4, dual-layer design, heat resistance, fits all car windows.","hyundai aura, universal",Cheap best|Dont buy this product|Not satisfied|Quality is good|Go for it,hyundai,0.0,0.4,0.7,0.16,positive,Weak,"['good', 'best', 'quality', 'cheap']",Exterior,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,,,📁 Exterior accessory | 😊 Customers are very happy,0.064,kingsway car window curtain sticky sun shades,hyundai,aura,"hyundai aura, universal"
999,Hyundai,Alcazar,"Kingsway Car Window Curtain Sticky Sun Shades Compatible With Hyundai Alcazar, (year 2021 Onwards), Universal Fit Sunshades For Side Window, Rear Window, Black Color, 4 Pieces",172.0,"kingsway car curtain sticky sun shades are perfect solution to protect from suns heat and glare. universal size of 41 cm long x 38 cm wide, mesh fabric shades designed to fit all car side windows. unique dual-layer design, easy installation and removal features using suction cups, excellent heat resistance.","hyundai alcazar (2021 onwards), universal","Amber - Cheap & Best! In Rs 150, you cant get better than this; Harish Dahihande - Dont Buy this product. Very low quality; sahil ridlan - Not satisfed with product. Its stickybess is too much low quality; satish - Quality is good; Vivek Singh Sikarwar - Go for it. Quite good product",hyundai,0.6894,0.4714285714285714,0.4842857142857143,0.6022114285714286,positive,Strong,"['good', 'best', 'quality', 'cheap']",Exterior,-0.1513,1,0.0,0,0.0,0,0.0,0,0.0,0,0.6696,1,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.60 sentiment) | 💰 Great value for money | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.2624545714285715,"kingsway car window curtain sticky sun shades compatible with hyundai alcazar, (year 2021 onwards), universal fit sunshades for side window, rear window, black color, 4 pieces",hyundai,alcazar,"hyundai alcazar (2021 onwards), universal"
1000,Maruti Suzuki,Eeco Cargo,Kingsway Car Window Foil Curtain Sticky Sun Shade,277.0,"foil sun shade, reflective, uv block, jumbo size, easy install",maruti suzuki eeco (2010 onwards),Excellent product|Good Product|Good product|Must have for every car|it works and reduce intternal heat by 80%,maruti suzuki,0.5719,1.0,1.0,0.7431399999999999,positive,Strong,"['excellent', 'good']",Exterior,0.0,0,0.0,0,0.0,0,0.0,0,0.5719,1,0.0,0,0.0,0,0.5719,1,satisfied,0.25,0.75,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.74 sentiment score | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.2972559999999999,kingsway car window foil curtain sticky sun shade,maruti suzuki,eeco cargo,maruti suzuki eeco (2010 onwards)
1001,Citroen,C3 Aircross,Kingsway Car Window Foil Curtain Sun Shade,259.0,"sun shade, fits window perfectly, blocks sunlight and keeps interior cool",citroen c3 aircross,Good sun protection | Blocks most light | Easy to fix | Keeps car cool | Decent for the price,citroen,0.7553,0.425,0.6583333333333333,0.62318,positive,Strong,['good'],Exterior,0.0,0,0.0,0,0.0,0,0.0,0,0.7553,1,0.7553,1,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.62 sentiment) | 💰 Great value for money | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.324802,kingsway car window foil curtain sun shade,citroen,c3 aircross,citroen c3 aircross
1002,Maruti Suzuki,Eeco,Kingsway Carpet Style Car Mats (set Of 5),529.0,"anti-slip, executive black carpet foot mats, easy to clean, heel pad, fits maruti suzuki eeco.",maruti suzuki eeco (2010 onwards),Rajesh|Placeholder|Ken|Placeholder|Karun,maruti suzuki,0.0,0.0,0.0,0.0,neutral,Neutral,[],Interior,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Interior accessory,0.0,kingsway carpet style car mats (set of 5),maruti suzuki,eeco,maruti suzuki eeco (2010 onwards)
1003,AUDI,E-tron Gt,Kingsway Carpet Style Universal Car Mats,1049.0,"universal anti-slip, premium carpet mats, easy maintenance.",audi (universal 5 seater),"['Good product. Worth buying.', 'Ok product, may not last long.', 'Small mats, not fit well for some models.', 'Good and fits properly.', 'Value for money.']",audi,0.7332,0.1888888888888888,0.3518518518518518,0.5154755555555556,positive,Strong,['good'],Interior,0.0,0,0.0,0,-0.0062,1,0.0,0,-0.0062,3,0.5106,4,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,great value,,✅ Positively reviewed (0.52 sentiment) | 💰 Great value for money | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Great Value,0.2572502222222222,kingsway carpet style universal car mats,audi,e-tron gt,audi (universal 5 seater)
